"Hoạt chất: Amoxicilin 500 mg (dưới dạng Amoxicilin trihydrat compacted 574 mg) bù hàm lượng 615,4 mg, Acid clavulanic 125 mg (dưới dạng Kali clavulanat/Avicel 297,5 mg) bù hàm lượng 333,7 mg
Tá dược: Colloidal silicon dioxid, Magnesi stearat, Croscarmellose natri, L - HPC, Polyplasdon XL 10, Avicel 112, Sepifilm LP 770 vừa đủ 1 viên.",thuoc khang sinh
"Điều trị trong thời gian ngắn (dưới 14 ngày) các trường hợp nhiễm khuẩn gây ra bởi các chủng sản sinh ra beta - lactamase không đáp ứng với điều trị bằng các aminopenicilin đơn độc:
- Nhiễm khuẩn nặng đường hô hấp trên: Viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không giảm.
- Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenzae và Moraxella catarrhalis (tên trước đây: Branhamella catarrhalis) sản sinh beta - lactamase: Viêm phế quản cấp và mạn, viêm phổi - phế quản.
- Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủng E. coli, Klebsiella và Enterobacter sản sinh beta - lactamase nhạy cảm: Viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ).
- Nhiễm khuẩn da và mô mềm: Mụn nhọt, côn trùng đốt, áp xe, nhiễm khuẩn vết thương, viêm mô tế bào.
- Nhiễm khuẩn xương và khớp: Viêm tủy xương.
- Nhiễm khuẩn nha khoa: Áp xe ổ răng.
- Nhiễm khuẩn khác: Nhiễm khuẩn do sẩy thai, nhiễm khuẩn sản, nhiễm khuẩn trong ổ bụng.",thuoc khang sinh
"Cách dùng:
- Uống vào lúc bắt đầu ăn để giảm thiểu hiện tượng không dung nạp thuốc ở dạ dày - ruột.
- Không dùng thuốc quá 14 ngày mà không kiểm tra xem xét lại cách điều trị.
Liều dùng: Tính theo hàm lượng amoxicilin có trong thuốc.
- Người lớn và trẻ em trên 40kg: Uống 1 viên, cách 8 giờ/lần, trong 5 ngày.
- Người cao tuổi: Không cần điều chỉnh liều trừ khi độ thanh thải creatinin ≤ 30 ml/phút.
- Suy thận: Khi có tổn thương thận, phải thay đổi liều và/hoặc số lần cho thuốc để đáp ứng với tổn thương thận.",thuoc khang sinh
"Hoạt chất: Amoxicilin (dưới dạng amoxicilin trihydrat) 875mg, Acid clavulanic (dưới dạng kali clavulanat) 125mg
Tá dược vừa đủ 1 viên: Aerosil, polyplasdon XL, avicel M112, magnesi stearat, sepifilm LP914, titan dioxyd, talc.",thuoc khang sinh
"Điều trị ngắn hạn các nhiễm khuẩn đường hô hấp trên và dưới, đường tiết niệu, da và mô mềm, xương và khớp. Klamentin có tính diệt khuẩn đối với nhiều loại vi khuẩn kể cả các dòng tiết beta - lactamase đề kháng với ampicilin và amoxicilin.",thuoc khang sinh
"Liều dùng được tính theo amoxicilin, uống thuốc ngay trước bữa ăn để giảm thiểu hiện tượng không dung nạp thuốc ở dạ dày - ruột.
Người lớn và trẻ em trên 12 tuổi:
Nhiễm khuẩn nặng, uống 1 viên x 2 lần/ ngày.
Không dùng Klamentin 875/125 ở người suy thận trung bình.
Thời gian điều trị kéo dài từ 5 -10 ngày. Điều trị không được vượt quá 14 ngày mà không khám lại.",thuoc khang sinh
"Hoạt chất: Cefuroxim (dạng Cefuroxim axetil) 500mg.
Tá dược: Titan oxyd, avicel, aerosil 200, disolcel, natri laurylsulfat, HPMC, isopropanol, DST, magnesium stearat, PEG 6000, Talc vừa đủ 1 viên.",thuoc khang sinh
"Cefuroxim axetil đường uống được chỉ định để điều trị nhiễm khuẩn thể nhẹ đến vừa ở đường hô hấp dưới, viêm tai giữa và viêm xoang tái phát, viêm amiđan và viêm họng tái phát do vi khuẩn nhạy cảm gây ra. Tuy nhiên, cefuroxim không phải là thuốc lựa chọn hàng đầu để điều trị những nhiễm khuẩn này, mà amoxicilin mới là thuốc ưu tiên sử dụng hàng đầu và an toàn hơn.
Cefuroxim axetil cũng được dùng để điều trị nhiễm khuẩn đường tiết niệu không biến chứng, và nhiễm khuẩn da và mô mềm do các vi khuẩn nhạy cảm gây ra. Cefuroxim axetil uống cũng được dùng để điều trị bệnh Lyme thời kỳ đầu biểu hiện bằng triệu chứng ban đỏ loang do Borrelia burgdorferi.",thuoc khang sinh
"Dùng đường uống.
Người lớn:
- Viêm họng, viêm a-mi-dan hoặc viêm xoang hàm do vi khuẩn nhạy cảm: uống 250mg, 12 giờ một lần.
- Đợt kịch phát cấp tính của viêm phế quản mạn hoặc viêm phế quản cấp nhiễm thứ phát hoặc trong nhiễm khuẩn da và mô mềm không biến chứng: uống 250mg hoặc 500mg, 12 giờ một lần.
- Các nhiễm khuẩn đường tiết niệu không biến chứng: uống 125mg hoặc 250mg, 12 giờ một lần.
- Bệnh lậu cổ tử cung hoặc niệu đạo không biến chứng hoặc bệnh lậu trực tràng không biến chứng ở phụ nữ: uống liều duy nhất 1g.
- Bệnh Lyme mới mắc: uống 500mg/lần, ngày 2 lần, trong 20 ngày.
Trẻ em:
- Viêm họng, viêm a-mi-dan: uống 125mg, 12 giờ một lần.
- Viêm tai giữa, chốc lở: uống 250mg, 12 giờ một lần. Không nên nghiền nát viên thuốc.
Chú ý: Không phải thận trọng đặc biệt ở người bệnh suy thận hoặc đang thẩm tách thận hoặc người cao tuổi khi uống không quá liều tối đa thông thường 1g/ngày.
Liệu trình điều trị thông thường là 7 ngày.",thuoc khang sinh
"Mỗi viên nén bao phim chứa 875mg amoxicilin (dưới dạng amoxicilin trihydrat) và 125mg acid clavulanic (dạng kali clavulanat).
Tá dược: Magnesi stearat, natri starch glycolat, Silicon dioxid keo, cellulose vi tinh thể, titan dioxyd, hydroxypropyl methylcellulose 5cps, hydroxypropyl methylcellulose 15cps, polyethylen glycol 4000, polyethylen glycol 6000 và dầu Silicon.",thuoc khang sinh
"AUGMENTIN là thuốc kháng sinh với phổ kháng khuẩn rộng đặc biệt chống lại các vi khuẩn thường gây bệnh trong cộng đồng và bệnh viện. Tác dụng ức chế men beta-lactamase của Clavulanate mở rộng phổ kháng khuẩn của Amoxicillin hơn nữa, bao gồm nhiều chủng đã kháng các kháng sinh nhóm beta-lactam khác.
Nên sử dụng AUGMENTIN theo hướng dẫn kê toa thuốc kháng sinh chính thức và dữ liệu về tính nhạy cảm của các vi khuẩn tại địa phương.
AUGMENTIN dạng uống dùng 2 lần/ngày được chỉ định để điều trị ngắn hạn nhiễm khuẩn ở các vị trí dưới đây:
Nhiễm khuẩn đường hô hấp trên (gồm cả tai – mũi - họng) như viêm amidan, viêm xoang, viêm tai giữa.
Nhiễm khuẩn đường hô hấp dưới như đợt cấp của viêm phế quản mạn, viêm phổi thùy và viêm phế quản phổi.
Nhiễm khuẩn đường niệu - sinh dục như viêm bàng quang, viêm niệu đạo, viêm thận - bể thận.
Nhiễm khuẩn da và mô mềm như nhọt, áp-xe, viêm mô tế bào, nhiễm khuẩn vết thương.
Nhiễm khuẩn xương và khớp như viêm tủy xương.
Nhiễm khuẩn răng như áp-xe ổ răng.
Các nhiễm khuẩn khác như nạo thai nhiễm khuẩn, nhiễm khuẩn sản khoa, nhiễm khuẩn trong ổ bụng.
Tính nhạy cảm của vi khuẩn với AUGMENTIN sẽ thay đổi theo địa lý và thời gian (xem Các Đặc tính dược học, Dược lực học để biết thêm thông tin). Nên tham khảo dữ liệu về tính nhạy cảm của các vi khuẩn tại địa phương nếu có, và tiến hành lấy mẫu vi sinh và xét nghiệm về tính nhạy cảm nếu cần.",thuoc khang sinh
"Liều thông thường để điều trị nhiễm khuẩn
Người lớn và trẻ trên 12 tuổi*
Nhiễm khuẩn nhẹ đến vừa 1 viên AUGMENTIN 625mg x 2 lần/ngày.
Nhiễm khuẩn nặng 1 viên AUGMENTIN 1g x 2 lần/ngày.
Có thể bắt đầu điều trị bằng đường tiêm truyền và tiếp nối bằng đường uống.
Liều dùng cho nhiễm khuẩn răng (như áp-xe ổ răng)
Người lớn và trẻ trên 12 tuổi*: 1 viên AUGMENTIN 625mg x 2 lần/ngày, dùng trong 5 ngày.
* Không khuyến cáo dùng viên AUGMENTIN 625mg và 1g cho trẻ 12 tuổi và nhỏ hơn.
Liều dùng cho bệnh nhân suy thận
Người lớn
Chỉ nên dùng viên AUGMENTIN 1g cho những bệnh nhân có mức lọc cầu thận > 30ml/phút.",thuoc khang sinh
"Mỗi viên nén bao phim chứa:
- Spiramycin base 750.000IU
- Metronidazol 125mg
- Tá dược: Lactose, Starch 1500, Povidon, Croscarmellose sodium, Avicel, Magnesi stearat, Aerosil, Hydroxypropylmethyl cellulose 15cP, Hydroxypropylmethyl cellulose 6cP, Polyethylen glycol 6000, Talc, Titan dioxyd, Màu Ponceau lake... vừa đủ 1 viên nén bao phim.",thuoc khang sinh
"Các bệnh Nhiễm trùng răng miệng cấp, mạn tính hoặc tái phát như áp xe răng, Viêm tấy, Viêm mô tế bào quanh xương hàm, Viêm quanh thân răng, Viêm nướu, Viêm nha chu, Viêm miệng, Viêm tuyến mang tai, Viêm dưới hàm.
- Phòng các bệnh Nhiễm khuẩn răng miệng sau phẫu thuật.
- Dự Phòng trước khi phẫu thuật và Phòng ngừa ở bệnh nhân bị giảm sức đề kháng của cơ thể",thuoc khang sinh
"Dùng uống.
Dùng uống trong các bữa ăn
- Người lớn: uống 4 - 6 viên/ngày, chia 2 - 3 lần. Trường hợp nặng, có thể tới 8 viên/ngày.
- Trẻ em:
Từ 6-9 tuổi: 2 viên/ngày, chia 2 lần.
Từ 10-15 tuổi: 3 viên/ngày, chia 3 lần.",thuoc khang sinh
"Thành phần Ospamox 500mg gồm:
Amoxicilin (dưới dạng Amoxicilin trihydrat) 500mg.",thuoc khang sinh
"Ðiều trị các nhiễm khuẩn do các vi khuẩn nhạy cảm với thuốc tại các vị trí sau: - Ðường hô hấp trên (bao gồm cả Tai Mũi Họng) như: viêm amidan, viêm xoang, viêm tai giữa; - Ðường hô hấp dưới, như đợt cấp của viêm phế quản mãn, viêm phổi thùy và viêm phổi phế quản; - Ðường tiêu hóa: như sốt thương hàn; - Ðường niệu - sinh dục: như viêm thận - bể thận, lậu, sảy thai nhiễm khuẩn hay nhiễm khuẩn sản khoa. Các nhiễm khuẩn như nhiễm khuẩn huyết, viêm nội tâm mạc và viêm màng não do vi khuẩn nhạy cảm với thuốc nên được điều trị khởi đầu theo đường tiêm với liều cao và, nếu có thể, kết hợp với một kháng sinh khác. - Dự phòng viêm nội tâm mạc: Amoxicillin có thể được sử dụng để ngăn ngừa du khuẩn huyết có thể phát triển viêm nội tâm mạc. Tham khảo thông tin kê toa đầy đủ về các vi khuẩn nhạy cảm.",thuoc khang sinh
